Date,Ret,Vol5,Vol10,Vol20,Vol100,Mom10,Mom20,Mom50,Mom100,VIX,VIXchg,CreditSpread,TermSpread,VIX_Regime,RSI14,Crash
2023-01-30,-0.012546822599344809,0.008437718583470732,0.01094471230159226,0.010154948720860469,0.015049357922133938,0.005244750951760135,0.04472661943528977,0.009886106570941244,0.03409398055695512,19.940000534057617,0.006562396346286414,1.1600000000000001,-0.7000000000000002,0,64.63548972906301,0
2023-01-31,0.014703416395255298,0.010603870573986459,0.011759113708579948,0.010452710877004582,0.015014503632062004,0.021897106423184542,0.06288726286314428,0.032612295493040344,0.030780831561939337,19.399999618530273,0.010416606648103066,1.1600000000000001,-0.69,0,67.0381650533653,0
2023-02-01,0.010627748835233541,0.010916443537350287,0.010113554800960602,0.010432671099135687,0.015036911587175326,0.0493242675012302,0.07872489980645136,0.0467897915726736,0.03497065254077958,17.8700008392334,-0.06341714304564994,1.0300000000000002,-0.6999999999999997,0,66.5942207549758,0
2023-02-02,0.01455697481592555,0.011489705166570245,0.00953932526402708,0.010675414891897802,0.015027318416100284,0.07240647693017199,0.08604318890147389,0.057227661029065846,0.03397380933791294,18.729999542236328,0.0,1.0300000000000002,-0.69,0,69.59270874174301,0
2023-02-03,-0.010629051341698226,0.013743949003807921,0.010067546366508534,0.010616349715176701,0.015031331315427863,0.04160361469781071,0.08690494921468361,0.049807542025241736,0.012105908882596772,18.329999923706055,-0.009724489624528432,1.0300000000000002,-0.77,0,62.95121974201667,0
2023-02-06,-0.006111305340739781,0.012085175063353944,0.010123520782673626,0.009884498076067774,0.014384152008926742,0.022963788756465764,0.056045310034648965,0.02953725118522499,0.05164903330240178,19.43000030517578,-0.025576740984071367,1.0300000000000002,-0.8100000000000005,0,60.91202145568188,0
2023-02-07,0.013078546065518282,0.011764146341538129,0.01057566299950299,0.010109933079606564,0.014434768888067568,0.03745624935222924,0.07046355817863414,0.03647071867455032,0.06135308483378643,18.65999984741211,-0.038144318848921,1.0300000000000002,-0.7999999999999998,0,71.80704264824487,1
2023-02-08,-0.010934714983047211,0.012775429026838524,0.01153595344005436,0.010564203036372262,0.014431299446251928,0.025727417281808274,0.05138531714153172,0.025366517659567878,0.0618024170523741,19.6299991607666,0.09848898930486594,1.0300000000000002,-0.8200000000000003,0,69.64129990676857,0
2023-02-09,-0.008669207237860577,0.01009749267859736,0.011622685909076684,0.01056836515774645,0.01443773924271257,0.005781361585913247,0.02925265274778499,0.03296039371837711,0.060689334578774234,20.709999084472656,0.10571273842113071,1.0300000000000002,-0.8100000000000005,0,60.70678975832905,0
2023-02-10,0.0023337576646573766,0.009840426095843222,0.011623264642758757,0.010558440002441948,0.014421118805156341,0.005817596115688994,0.02791238965110998,0.03715248600725052,0.0549834172150665,20.530000686645508,0.12002186427148898,1.0300000000000002,-0.7599999999999998,0,57.631311095989865,0
2023-02-13,0.011738861959641467,0.011153773366336548,0.011086378784495376,0.010797932824562081,0.014410974748887478,0.030554940044688728,0.03595994404732927,0.017282402608893577,0.07976182210170757,20.34000015258789,0.046834782970626154,1.0300000000000002,-0.7999999999999994,0,61.935342210225244,1
2023-02-14,-0.0004601547857321364,0.00909673953887134,0.010329500877878433,0.010777834769568673,0.01429255570064591,0.015154486141812917,0.03738343196083327,0.0175630606313828,0.09842573310575276,18.90999984741211,0.013397642124561626,1.0300000000000002,-0.8299999999999996,0,61.605282722118524,1
2023-02-15,0.003247428319202772,0.007344088184133304,0.009862175508954204,0.009942509793637231,0.014262279938982225,0.007741108179800671,0.057447200171647284,0.022046572777124185,0.11132784645206395,18.229999542236328,-0.07131939268384568,1.0300000000000002,-0.81,0,59.25038869077009,1
2023-02-16,-0.013768886239432732,0.00924224271457758,0.009539283738633135,0.010386218688807349,0.014227487928165533,-0.020394457706238267,0.050535328392523615,0.026439122253868907,0.11470259597497412,20.170000076293945,-0.026074313474189204,1.0300000000000002,-0.7600000000000002,0,52.378342494249885,0
